C1_B,C2_B,C3_B,C4_B,,C1_G,C2_G,C3_G,C4_G,C1_BG,C4_BG,DropoutRate,TOT_6_10_15,Enrolled_primary,P_Enrollment_Rate,P_URB_POP,OVERALL_LIT_Rate,FEMALE_LIT,SCH1,SCH2,SCH3,SCH6,Total_schools_withPrimary,SCOMP1,SCOMP2,SCOMP3,SCOMP6,Schools_with_computers,Percent_schools_with_computers,SBTOIL1,SBTOIL2,SBTOIL3,SBTOIL6,Schools_with_boys_toilets,Percent_schools_with_boys_toilet,SGTOIL1,SGTOIL2,SGTOIL3,SGTOIL6,Schools_with_girls_toilets,Percent_schools_with_girls_toilet,SPLAY1,SPLAY2,SPLAY3,SPLAY6,Schools_with_playground,Percent_schools_with_playground,SWAT1,SWAT2,SWAT3,SWAT6,Schools_with_drinking_water,Percent_schools_with_drinking_water,SELE1,SELE2,SELE3,SELE6,Schools_with_electricity,Percent_schools_with_electricity,ROAD1,ROAD2,ROAD3,ROAD6,Schools_with_Roads,Percent_schools_with_Roads,CLS1,CLS2,CLS3,CLS6,Number of Classrooms,TOTCLMJ1G,TOTCLMJ2G,TOTCLMJ3G,TOTCLMJ6G,Classrooms_requiring_major repair,Percent_classrooms_requiring_major repair,STCH1,STCH2,STCH3,STCH6,Total_sinle_teacher_schools,Percent_single_teacher_schools
19158,17070,17549,17422,9.061488673,15938,14492,15077,14803,35096,32225,8.180419421,162843,131509,80.75815356,3.45,49.13,37.07,1065,13,2,1,1081,29,3,0,0,32,2.960222017,1056,13,1,1,1071,99.07493062,1057,13,2,1,1073,99.2599445,671,13,2,1,687,63.55226642,1031,13,2,1,1047,96.85476411,99,6,1,0,106,9.80573543,1008,13,2,1,1024,94.72710453,5076,116,4,3,5199,335,0,0,0,335,6.443546836,133,0,0,0,133,12.30342276
38099,35819,36002,33385,12.37302816,33868,32051,32728,30165,71967,63550,11.69563828,307873,272117,88.38612025,7.74,51.76,40.92,1770,117,5,1,1893,42,13,3,0,58,3.063919704,1769,116,3,1,1889,99.78869519,1770,117,5,1,1893,100,1044,94,4,1,1143,60.38034865,1748,117,5,1,1871,98.83782356,224,66,4,0,294,15.53090333,1657,114,5,0,1776,93.81933439,8330,1036,36,7,9409,230,19,0,0,249,2.646402381,236,4,0,0,240,12.67828843
52136,51888,52354,46215,11.35683597,47255,47737,49075,44708,99391,90923,8.519886106,441967,391368,88.55140768,6.56,61.16,49.13,2846,224,59,29,3158,160,78,36,20,294,9.309689677,2838,223,55,28,3144,99.55668144,2837,224,56,29,3146,99.62001267,1734,183,35,22,1974,62.5079164,2815,224,59,29,3127,99.01836605,584,143,47,21,795,25.17416086,2501,218,57,27,2803,88.75870804,14161,1834,469,227,16691,1103,32,21,0,1156,6.925888203,458,5,0,0,463,14.66117796
35569,33987,36602,35593,-0.067474486,34318,33077,36177,36241,69887,71834,-2.785925852,378048,281564,74.47837312,6.28,61.81,49.61,2130,143,4,0,2277,6,3,1,0,10,0.439174352,2120,138,4,0,2262,99.34123847,2121,141,3,0,2265,99.47299078,1359,67,0,0,1426,62.62626263,2090,143,4,0,2237,98.24330259,683,55,2,0,740,32.49890206,2039,141,4,0,2184,95.91567852,9357,853,26,0,10236,851,5,0,0,856,8.362641657,459,0,0,0,459,20.15810277
30439,30856,31087,29125,4.316830382,30934,31830,32077,30363,61373,59488,3.071383182,304989,246711,80.89176987,5.61,69.69,58.35,2120,80,3,0,2203,74,7,2,0,83,3.76758965,2118,79,3,0,2200,99.86382206,2120,79,2,0,2201,99.90921471,1764,77,1,0,1842,83.61325465,2120,80,3,0,2203,100,1037,46,3,0,1086,49.29641398,2059,80,2,0,2141,97.18565592,10366,579,34,0,10979,635,12,3,0,650,5.920393478,340,1,0,0,341,15.47889242
21098,21210,22064,20554,2.578443454,20697,22019,22951,21409,41795,41963,-0.401961957,223248,172002,77.04525908,7.47,69.01,56.99,1277,77,1,0,1355,22,7,1,0,30,2.21402214,1262,76,1,0,1339,98.81918819,1267,77,1,0,1345,99.26199262,1116,71,1,0,1188,87.67527675,1260,77,1,0,1338,98.74538745,431,40,1,0,472,34.83394834,1247,76,1,0,1324,97.71217712,6310,668,8,0,6986,443,3,0,0,446,6.384196965,96,3,0,0,99,7.306273063
36943,37397,38756,37895,-2.576942858,39403,38007,40739,38963,76346,76858,-0.670631074,331845,308103,92.84545496,5.06,64.3,50.14,1963,87,26,1,2077,480,12,16,0,508,24.45835339,1963,87,25,1,2076,99.95185364,1962,87,26,1,2076,99.95185364,1670,78,21,0,1769,85.1709196,1957,87,26,1,2071,99.71112181,826,47,23,1,897,43.18728936,1802,85,21,1,1909,91.91141069,10546,787,89,1,11423,465,38,0,0,503,4.403396656,378,5,4,0,387,18.63264324
51737,49183,49831,47608,7.980748787,52160,49889,51615,49190,103897,96798,6.832728568,491751,401213,81.58864954,18.78,73.25,61.54,2788,200,48,14,3050,230,101,34,6,371,12.16393443,2784,197,42,13,3036,99.54098361,2787,200,43,13,3043,99.7704918,1646,136,29,9,1820,59.67213115,2772,200,48,14,3034,99.47540984,991,160,44,12,1207,39.57377049,2681,169,43,13,2906,95.27868852,14179,1820,435,79,16513,1255,35,4,0,1294,7.836250227,105,7,2,3,117,3.836065574
61242,51096,47577,41439,32.335652,61025,52904,49895,44155,122267,85594,29.99419304,441417,409333,92.7315894,4.72,67.66,54.74,2710,221,43,15,2989,80,63,23,2,168,5.620608899,2710,219,41,15,2985,99.86617598,2710,221,43,15,2989,100,1576,129,34,13,1752,58.61492138,2648,221,43,15,2927,97.92572767,739,105,28,6,878,29.3743727,2593,216,42,15,2866,95.88491134,15772,2141,442,116,18471,1185,64,18,5,1272,6.886470684,535,0,0,0,535,17.89896286
38819,36011,37066,34712,10.57987068,39501,38017,39583,37414,78320,72126,7.908580184,363087,301123,82.93411772,10.23,73.53,61.34,2478,69,39,11,2597,149,15,27,5,196,7.547169811,2460,68,39,11,2578,99.2683866,2466,69,39,11,2585,99.53792838,2133,58,32,7,2230,85.86830959,2412,69,39,11,2531,97.45860608,689,38,28,10,765,29.45706585,2393,65,38,10,2506,96.49595687,12657,620,362,72,13711,976,23,19,0,1018,7.4246955,51,0,1,0,52,2.002310358
67912,62809,65496,63328,6.74991165,65309,61676,64978,62148,133221,125476,5.813647998,559105,513656,91.87111544,8.52,72.69,62.65,3423,147,17,6,3593,91,24,8,1,124,3.451155024,3417,143,12,6,3578,99.58252157,3422,142,17,6,3587,99.83300863,1858,115,11,4,1988,55.32980796,3414,146,17,6,3583,99.72168105,1111,108,15,6,1240,34.51155024,3286,136,17,4,3443,95.8252157,18730,1274,161,53,20218,1117,44,6,0,1167,5.772084281,225,19,1,1,246,6.846646257
23324,25030,26595,26057,-11.71754416,26101,26006,27177,26180,49425,52237,-5.689428427,271464,206470,76.05796717,22.66,75.16,65.59,1472,66,15,8,1561,108,6,6,2,122,7.815502883,1466,66,14,8,1554,99.55156951,1471,66,15,8,1560,99.9359385,1151,15,3,2,1171,75.01601537,1464,66,15,8,1553,99.48750801,583,55,15,8,661,42.34465086,1308,42,12,6,1368,87.63613069,7023,334,65,31,7453,320,8,0,0,328,4.400912384,71,46,2,3,122,7.815502883
38827,40115,41181,39448,-1.599402478,39353,40455,42498,39971,78180,79419,-1.584804298,373589,321848,86.15028815,9.43,73.82,61.72,2421,93,15,5,2534,124,24,7,0,155,6.116811365,2414,93,14,5,2526,99.68429361,2418,93,14,5,2530,99.8421468,2046,71,3,2,2122,83.74112076,2378,92,15,5,2490,98.26361484,523,55,11,2,591,23.32280979,2328,85,12,5,2430,95.89581689,10656,822,94,32,11604,938,17,6,0,961,8.281627025,113,1,1,0,115,4.5382794
57092,57011,62696,59803,-4.748476144,55004,55748,61774,59124,112096,118927,-6.093883814,527859,468252,88.70777992,7.45,73.66,61.7,3603,204,24,10,3841,963,91,16,6,1076,28.01353814,3588,201,23,10,3822,99.50533715,3588,203,24,10,3825,99.58344181,1615,111,9,4,1739,45.27466806,3575,204,24,10,3813,99.27102317,1093,122,17,6,1238,32.23118979,3530,196,23,10,3759,97.86513929,17243,1508,157,63,18971,636,8,0,0,644,3.394655,209,6,0,0,215,5.597500651
50074,51035,54246,53091,-6.025082877,50149,51706,54778,53994,100223,107085,-6.846731788,439208,419073,95.41561174,7.56,74.27,62.29,3415,122,27,13,3577,172,28,8,2,210,5.870841487,3383,120,26,13,3542,99.02152642,3386,122,27,13,3548,99.18926475,2626,70,8,2,2706,75.64998602,3390,122,27,13,3552,99.3010903,1129,90,26,13,1258,35.16913615,3294,120,27,13,3454,96.56136427,17936,1090,145,69,19240,900,6,0,0,906,4.708939709,483,11,7,2,503,14.06206318
23304,23766,25777,25056,-7.518022657,22688,22990,24502,24614,45992,49670,-7.997042964,243965,192697,78.98551022,12.55,73.86,63.07,1228,80,7,0,1315,74,40,6,0,120,9.125475285,1227,80,5,0,1312,99.77186312,1228,79,7,0,1314,99.92395437,555,69,7,0,631,47.98479087,1221,80,7,0,1308,99.46768061,496,52,6,0,554,42.12927757,1180,76,7,0,1263,96.04562738,7675,798,118,0,8591,450,3,0,0,453,5.272960074,21,2,0,0,23,1.74904943
33262,32059,33430,33528,-0.799711382,31025,29837,32007,32392,64287,65920,-2.540171419,385968,257540,66.72573892,43.43,77.05,68.2,1370,269,101,25,1765,126,112,55,13,306,17.33711048,1365,264,93,24,1746,98.92351275,1368,263,91,25,1747,98.98016997,716,186,81,19,1002,56.77053824,1367,269,101,25,1762,99.83002833,496,200,91,19,806,45.66572238,1365,260,101,25,1751,99.20679887,8527,2680,1306,235,12748,654,13,9,2,678,5.31848133,5,2,0,0,7,0.396600567
33745,30877,29138,26452,21.61209068,30000,27792,26753,24908,63745,51360,19.42897482,,229665,,,,,1405,124,36,15,1580,54,33,17,3,107,6.772151899,1402,123,32,14,1571,99.43037975,1404,124,35,15,1578,99.87341772,900,106,30,10,1046,66.20253165,1404,124,36,15,1579,99.93670886,424,76,28,9,537,33.98734177,1385,124,35,14,1558,98.60759494,7374,1190,393,129,9086,507,1,3,0,511,5.62403698,125,0,0,0,125,7.911392405
32686,32404,36425,36138,-10.56109649,29767,30108,34140,34435,62453,70573,-13.00177734,317640,266103,83.77502833,13.89,70.38,58.77,2054,81,30,18,2183,139,40,21,8,208,9.52817224,2048,80,23,16,2167,99.26706367,2050,81,29,18,2178,99.7709574,1292,59,24,9,1384,63.39899221,2034,80,30,18,2162,99.03802107,556,66,26,15,663,30.37104902,1965,74,28,16,2083,95.41914796,11015,697,305,117,12134,946,9,4,0,959,7.9034119,247,1,0,0,248,11.36051306
25090,27245,28536,29048,-15.77520925,23490,25838,26938,27088,48580,56136,-15.55372581,251818,213273,84.69331025,16.89,66.18,54.11,2033,117,5,1,2156,52,45,4,1,102,4.730983302,2033,117,4,1,2155,99.95361781,2033,117,2,1,2153,99.86085343,1297,108,5,1,1411,65.44526902,1915,117,5,1,2038,94.52690167,304,74,5,1,384,17.81076067,1872,116,5,1,1994,92.48608534,8545,1182,40,10,9777,486,9,0,0,495,5.062902731,640,0,0,0,640,29.68460111
19462,19586,20179,19316,0.750179838,18344,18701,19446,18781,37806,38097,-0.769719092,201040,153815,76.50964982,14.73,71.1,57.79,1027,72,19,14,1132,77,36,14,4,131,11.57243816,1026,71,15,14,1126,99.46996466,1027,71,19,14,1131,99.91166078,530,55,16,7,608,53.71024735,1004,70,19,14,1107,97.79151943,395,55,19,12,481,42.49116608,972,72,19,14,1077,95.14134276,6716,690,218,135,7759,374,10,0,0,384,4.949091378,110,1,0,0,111,9.80565371
25130,21816,21840,19661,21.76283327,21507,19319,19546,18553,46637,38214,18.0607672,187193,167372,89.41146304,20.05,62.3,50.2,1398,49,5,3,1455,77,6,2,0,85,5.841924399,1388,49,3,3,1443,99.17525773,1390,49,5,3,1447,99.45017182,806,27,1,1,835,57.38831615,1391,48,5,3,1447,99.45017182,421,39,4,1,465,31.95876289,1325,42,5,0,1372,94.29553265,6258,368,47,10,6683,259,4,5,0,268,4.010175071,166,0,0,0,166,11.40893471
21832,22256,23281,22178,-1.584829608,20858,21060,22213,21706,42690,43884,-2.796907941,,175384,,,,,1681,64,5,4,1754,73,23,3,2,101,5.758266819,1659,64,4,4,1731,98.68871152,1678,64,5,4,1751,99.82896237,680,44,5,2,731,41.67616876,1668,64,5,4,1741,99.25883694,439,40,3,2,484,27.5940707,1568,60,5,4,1637,93.3295325,7927,618,53,32,8630,810,11,9,0,830,9.617612978,145,3,0,0,148,8.437856328
17230,16374,15221,14233,17.39408009,15478,14612,13864,12895,32708,27128,17.06004647,,119907,,,,,1015,87,4,9,1115,105,48,1,2,156,13.99103139,1009,84,4,9,1106,99.19282511,1008,87,4,7,1106,99.19282511,860,70,4,9,943,84.57399103,1013,87,4,9,1113,99.8206278,730,85,4,8,827,74.17040359,989,81,4,9,1083,97.13004484,4588,772,45,52,5457,82,0,0,0,82,1.502657138,82,8,0,0,90,8.071748879
12205,10986,10694,10148,16.85374846,11797,10623,10088,9744,24002,19892,17.12357304,,86285,,,,,611,105,23,8,747,44,37,19,6,106,14.19009371,608,99,20,5,732,97.99196787,610,103,23,8,744,99.59839357,394,69,13,6,482,64.52476573,609,103,23,8,743,99.46452477,306,76,22,8,412,55.15394913,591,97,22,8,718,96.11780455,3016,847,346,51,4260,73,0,0,0,73,1.713615023,22,1,1,0,24,3.212851406
79626,68824,69958,64671,18.78155376,77603,68633,69703,63953,157229,128624,18.19320863,609570,562971,92.35543088,10.04,58.06,46.79,1688,1074,20,116,2898,22,162,9,15,208,7.177363699,1367,1039,20,116,2542,87.71566598,1366,1035,18,115,2534,87.43961353,615,617,13,81,1326,45.75569358,1527,1066,20,116,2729,94.16839199,359,525,15,65,964,33.26432022,1567,996,19,111,2693,92.92615597,6205,8894,256,1140,16495,966,1006,11,154,2137,12.95544104,114,8,0,0,122,4.209799862
96980,88702,89328,83757,13.63477006,92838,87287,87041,80017,189818,163774,13.72051123,797706,705950,88.49751663,7.85,58.26,47.36,2017,1456,72,68,3613,22,73,13,18,126,3.487406587,1266,1345,69,63,2743,75.92028785,1224,1356,67,62,2709,74.97924163,594,738,45,48,1425,39.44090783,1604,1403,70,66,3143,86.99141987,232,535,31,26,824,22.80653197,1801,1346,63,62,3272,90.56185995,5441,11625,746,640,18452,558,1062,35,41,1696,9.191415565,2,0,0,0,2,0.05535566
12485,11572,12952,12231,2.03444133,12083,11761,12500,11701,24568,23932,2.588733312,98879,97285,98.38792868,4.28,56,47.25,243,209,3,16,471,5,35,0,6,46,9.766454352,170,204,3,16,393,83.43949045,163,202,3,16,384,81.52866242,68,123,2,13,206,43.73673036,191,208,3,16,418,88.74734607,34,104,1,12,151,32.05944798,208,183,3,16,410,87.04883227,729,1690,21,137,2577,115,219,0,12,346,13.42646488,17,0,0,0,17,3.609341826
61678,57265,61802,58631,4.940173157,60987,58217,61113,58100,122665,116731,4.837565728,507812,477793,94.08856033,5.58,53.53,43.4,1235,993,18,61,2307,23,110,10,12,155,6.718682271,1001,908,18,60,1987,86.12917208,1016,937,17,60,2030,87.99306459,390,520,15,55,980,42.47941049,1175,985,18,60,2238,97.00910273,156,438,12,31,637,27.61161682,928,848,16,53,1845,79.9739922,4036,8026,306,687,13055,417,775,2,58,1252,9.590195327,142,9,0,0,151,6.545296922
70435,68907,70234,66722,5.27152694,70250,69697,70374,65663,140685,132385,5.899705015,624796,552282,88.39397179,3.68,60.9,48.3,2010,1122,8,110,3250,27,86,2,10,125,3.846153846,2010,1121,8,110,3249,99.96923077,2010,1122,8,109,3249,99.96923077,802,654,8,88,1552,47.75384615,1869,1099,8,110,3086,94.95384615,516,476,3,35,1030,31.69230769,1787,1045,8,103,2943,90.55384615,6253,7928,84,895,15160,882,1112,2,115,2111,13.92480211,102,14,0,1,117,3.6
40810,37154,38109,35913,11.99950992,38577,35405,36161,33690,79387,69603,12.32443599,335041,295819,88.29337305,4.74,59.65,46.63,1108,725,56,11,1900,14,84,4,2,104,5.473684211,575,634,52,11,1272,66.94736842,566,657,53,11,1287,67.73684211,258,401,43,7,709,37.31578947,1008,718,56,11,1793,94.36842105,123,340,36,6,505,26.57894737,1017,698,56,10,1781,93.73684211,2822,5838,562,103,9325,356,670,69,13,1108,11.88203753,12,1,0,0,13,0.684210526
65768,55745,52270,47868,27.21688359,62737,54198,50717,47544,128505,95412,25.75230536,442336,436847,98.75908811,6.01,55.1,45.18,1380,838,17,80,2315,34,146,3,9,192,8.293736501,941,760,16,71,1788,77.23542117,941,773,16,74,1804,77.92656587,332,419,9,58,818,35.33477322,1125,833,17,80,2055,88.76889849,250,479,10,60,799,34.51403888,1128,771,16,80,1995,86.17710583,5156,7771,175,815,13917,536,733,12,81,1362,9.786591938,228,0,0,0,228,9.848812095
34275,31883,34193,30531,10.92341357,34031,31889,34391,31576,68306,62107,9.075337452,268480,262769,97.87283969,9.68,57.04,47.98,835,813,14,85,1747,11,53,5,15,84,4.808242702,804,799,13,85,1701,97.36691471,802,797,14,84,1697,97.13795077,137,294,11,54,496,28.39152833,671,806,14,85,1576,90.21179164,88,289,10,54,441,25.24327418,651,704,13,78,1446,82.77046365,3006,6229,161,936,10332,211,706,6,86,1009,9.765776229,195,4,0,0,199,11.39095592
70855,61373,59895,55436,21.76134359,67868,59142,57151,53457,138723,108893,21.50328352,499990,485177,97.03734075,10.41,52.49,43.19,1422,995,31,134,2582,23,137,7,16,183,7.087529047,1056,992,31,134,2213,85.7087529,1045,993,31,131,2200,85.20526723,229,430,16,82,757,29.31835786,1348,994,31,134,2507,97.09527498,279,546,20,87,932,36.09604957,1107,894,29,120,2150,83.26878389,4659,8993,302,1406,15360,479,755,26,123,1383,9.00390625,280,3,0,0,283,10.96049574
56321,53570,52146,48499,13.88824772,55841,53720,51202,48335,112162,96834,13.66594747,468886,419634,89.49595424,8.91,53.56,45.37,1152,891,25,97,2165,26,105,5,23,159,7.344110855,871,828,25,96,1820,84.06466513,851,828,25,90,1794,82.86374134,196,298,9,58,561,25.91224018,1127,886,25,97,2135,98.61431871,160,343,8,52,563,26.00461894,947,777,21,87,1832,84.61893764,4401,8078,322,1237,14038,390,664,14,146,1214,8.647955549,26,0,0,0,26,1.200923788
38912,36403,38113,35350,9.153988487,36524,34723,35216,31925,75436,67275,10.81844212,311322,287166,92.24083104,4.42,53.78,42.75,786,756,35,12,1589,16,78,4,0,98,6.167400881,482,635,32,9,1158,72.87602266,537,699,32,9,1277,80.36500944,126,366,27,10,529,33.29137823,744,754,35,12,1545,97.23096287,84,400,22,8,514,32.34738829,710,706,34,12,1462,92.00755192,2494,6814,382,99,9789,258,1016,42,12,1328,13.56624783,90,3,0,0,93,5.852737571
39032,37726,37025,36020,7.716745235,36034,35552,33931,32977,75066,68997,8.084885301,299728,288297,96.18620883,8.18,54.57,42.73,803,607,21,24,1455,24,110,5,5,144,9.896907216,518,548,20,23,1109,76.21993127,522,568,20,22,1132,77.80068729,182,320,13,18,533,36.63230241,695,596,20,23,1334,91.6838488,151,341,5,14,511,35.12027491,623,508,15,18,1164,80,2296,5444,253,281,8274,323,587,17,11,938,11.33671743,38,0,0,0,38,2.611683849
62612,60715,62917,59335,5.233820993,60501,59705,59986,56456,123113,115791,5.947381674,554167,482227,87.01835367,9.69,58.26,46.88,1567,1079,33,98,2777,23,106,8,19,156,5.61757292,1563,1079,33,98,2773,99.85595967,1567,1078,32,98,2775,99.92797983,401,503,23,73,1000,36.01008282,1475,1075,33,98,2681,96.54303205,363,617,20,59,1059,38.13467771,1211,962,32,83,2288,82.3910695,4996,9160,353,1077,15586,552,765,10,92,1419,9.104324394,126,0,0,0,126,4.537270436
66948,65330,70022,66927,0.031367629,65288,65117,68423,64793,132236,131720,0.39021144,645305,532848,82.57304685,9.83,65.68,56.82,1715,1496,105,70,3386,16,61,18,9,104,3.071470762,1436,1388,98,66,2988,88.24571766,1504,1465,104,68,3141,92.76432369,587,855,82,54,1578,46.60366214,1599,1474,105,70,3248,95.92439457,532,910,79,50,1571,46.39692853,1568,1402,98,69,3137,92.64619019,5117,11459,1361,815,18752,856,1499,108,95,2558,13.6412116,157,5,1,1,164,4.843473125
47015,38936,39733,38958,17.13708391,46135,39549,40309,40259,93150,79217,14.95759528,351340,330894,94.18056583,6.32,67.04,56.03,1140,817,3,68,2028,28,149,3,7,187,9.220907298,1003,802,3,67,1875,92.4556213,1021,808,3,66,1898,93.58974359,275,374,2,47,698,34.41814596,978,814,3,68,1863,91.86390533,310,497,3,35,845,41.66666667,891,727,3,54,1675,82.59368836,4532,8236,27,804,13599,347,566,0,69,982,7.2211192,34,0,0,0,34,1.6765286
49089,42802,44158,42577,13.26570107,48700,44024,45694,43755,97789,86332,11.71604168,428140,360799,84.27126641,5.49,71.59,60.35,1299,1105,8,64,2476,50,182,3,9,244,9.8546042,1270,1100,8,63,2441,98.58642973,1270,1104,8,63,2445,98.74798061,309,316,3,23,651,26.29240711,1209,1095,8,63,2375,95.92084006,225,449,4,12,690,27.86752827,1118,1039,8,61,2226,89.90306947,4636,9320,62,546,14564,447,748,6,30,1231,8.452348256,7,1,0,0,8,0.323101777
62045,59908,62621,61838,0.333628818,59992,60338,61664,61366,122037,123204,-0.956267362,534620,489772,91.61123789,8.93,68.57,56.89,1549,1164,28,52,2793,49,176,8,13,246,8.80773362,1087,1073,22,49,2231,79.8782671,1142,1102,20,51,2315,82.88578589,364,421,19,29,833,29.8245614,1362,1152,26,52,2592,92.80343716,419,686,16,32,1153,41.28177587,1337,1094,25,48,2504,89.65270319,5587,9722,308,434,16051,443,623,26,45,1137,7.083670799,121,3,0,0,124,4.439670605
42157,40709,46683,45692,-8.385321536,40624,41083,46390,44867,82781,90559,-9.395875865,453664,348205,76.75394124,6.65,68.56,59.1,1175,1038,13,80,2306,26,178,11,20,235,10.19080659,1163,1031,11,79,2284,99.04596704,1171,1035,11,80,2297,99.60971379,370,531,12,62,975,42.28100607,1172,1036,12,80,2300,99.73980919,234,628,11,39,912,39.5490026,1056,994,13,78,2141,92.84475282,4218,9350,197,936,14701,285,715,1,84,1085,7.38045031,21,2,0,0,23,0.997398092
62711,59182,61738,61141,2.503548022,61714,59339,60333,60044,124425,121185,2.6039783,604852,486202,80.38363104,3.46,63.81,53.52,1731,1056,43,29,2859,51,122,8,5,186,6.505771249,1096,958,42,27,2123,74.25673312,1112,991,43,26,2172,75.9706191,563,600,36,21,1220,42.67226303,1446,1043,43,29,2561,89.5767751,410,731,32,17,1190,41.62294509,1640,1031,43,29,2743,95.94263729,6153,10508,618,314,17593,477,818,45,25,1365,7.758767692,157,5,0,0,162,5.666316894
53211,45852,46968,45076,15.28819229,50077,44255,44618,43206,103288,88282,14.52830919,415781,373263,89.77394349,19.19,66.23,57.1,863,837,18,70,1788,15,60,14,15,104,5.81655481,852,829,18,69,1768,98.88143177,856,831,18,68,1773,99.16107383,116,277,10,48,451,25.22371365,844,837,18,70,1769,98.93736018,167,400,13,27,607,33.94854586,781,801,18,70,1670,93.40044743,3612,8327,277,898,13114,107,360,1,36,504,3.843220985,9,1,0,0,10,0.559284116
29320,29094,29491,28051,4.328103683,28223,28832,28602,26848,57543,54899,4.59482474,263805,228461,86.60222513,5.26,60.87,52.16,558,515,9,34,1116,16,32,2,5,55,4.928315412,513,492,7,34,1046,93.72759857,515,496,5,32,1048,93.90681004,99,157,6,21,283,25.35842294,515,512,8,34,1069,95.78853047,71,257,7,19,354,31.72043011,343,404,5,25,777,69.62365591,2131,4347,97,375,6950,159,482,4,23,668,9.611510791,41,0,0,0,41,3.673835125
44383,43870,45947,42913,3.312078949,43742,42935,45073,45465,88125,88378,-0.287092199,424975,354328,83.3761986,19.79,64.96,56.49,965,947,54,46,2012,38,98,6,2,144,7.157057654,642,811,43,35,1531,76.09343936,660,820,46,40,1566,77.83300199,218,435,34,32,719,35.73558648,860,927,52,46,1885,93.68787276,343,607,23,29,1002,49.80119284,870,875,50,41,1836,91.25248509,3211,7235,498,420,11364,314,924,38,52,1328,11.68602605,47,2,0,0,49,2.435387674
33285,31041,32184,30621,8.003605228,30839,29906,30840,30291,64124,60912,5.009044975,289445,249007,86.0291247,3.52,60.12,49.4,1228,884,5,83,2200,39,76,4,11,130,5.909090909,1083,862,5,81,2031,92.31818182,1111,874,5,82,2072,94.18181818,306,341,5,50,702,31.90909091,1046,876,5,83,2010,91.36363636,166,291,4,62,523,23.77272727,915,718,5,71,1709,77.68181818,3790,5555,95,586,10026,435,647,6,66,1154,11.51007381,164,9,0,0,173,7.863636364
20154,20253,21321,20313,-0.788925275,19007,19198,20211,18804,39161,39117,0.112356681,178525,159261,89.20935443,28.3,73.3,65.53,663,506,4,53,1226,37,88,3,10,138,11.25611746,662,498,4,52,1216,99.18433931,662,502,4,53,1221,99.59216966,110,168,0,20,298,24.30668842,662,503,4,53,1222,99.67373573,94,190,4,19,307,25.04078303,488,405,4,43,940,76.6721044,1938,3631,53,504,6126,209,321,0,48,578,9.435194254,90,0,0,0,90,7.340946166
17870,17503,19049,16596,7.129266928,16678,16579,18257,15580,34548,32176,6.865809888,147306,138112,93.75857059,14.29,64.95,54.89,496,334,10,22,862,10,70,3,1,84,9.744779582,463,323,10,21,817,94.77958237,465,324,10,21,820,95.12761021,96,149,7,11,263,30.51044084,352,333,10,21,716,83.06264501,89,197,7,9,302,35.03480278,411,302,10,18,741,85.96287703,1806,3113,165,235,5319,182,323,2,13,520,9.776273736,47,0,0,0,47,5.452436195
11898,10993,12227,11095,6.749033451,10959,10404,11115,10028,22857,21123,7.586297414,95346,88719,93.04952489,17.14,65.96,54.93,297,268,15,17,597,10,43,8,5,66,11.05527638,223,246,14,17,500,83.7520938,223,247,14,17,501,83.91959799,50,90,12,12,164,27.47068677,253,253,15,17,538,90.11725293,66,152,10,12,240,40.20100503,217,221,13,17,468,78.3919598,949,2068,158,165,3340,123,172,6,13,314,9.401197605,34,0,0,0,34,5.695142379
45264,41524,43858,41615,8.061594203,42348,40023,42165,39548,87612,81163,7.360863809,405410,336345,82.96415974,15.93,66.41,54.76,1466,1081,79,5,2631,72,266,13,4,355,13.49296845,1465,1077,78,4,2624,99.73394147,1322,1050,77,5,2454,93.27251995,365,532,57,5,959,36.450019,1328,1061,77,5,2471,93.91866211,414,647,37,5,1103,41.92322311,1105,934,68,4,2111,80.23565184,5132,8836,759,66,14793,563,513,42,0,1118,7.557628608,47,1,2,1,51,1.938426454
64563,64523,67995,62036,3.914006474,62966,64605,67821,61502,127529,123538,3.129484274,725497,516011,71.1251735,43.48,72.47,63.72,2281,1481,40,95,3897,65,338,35,41,479,12.29150629,2231,1433,35,93,3792,97.30561971,2237,1454,38,93,3822,98.07544265,460,635,37,67,1199,30.76725686,2151,1459,40,93,3743,96.04824224,832,1032,39,68,1971,50.57736721,2062,1377,39,91,3569,91.58326918,7123,11439,696,915,20173,899,944,11,52,1906,9.448272443,136,14,1,0,151,3.874775468
40411,39765,42725,40653,-0.598846849,38601,39704,41572,40029,79012,80682,-2.113602997,359884,323460,89.878961,14.29,72.79,60.2,1247,878,14,85,2224,21,138,10,13,182,8.183453237,1150,839,14,82,2085,93.75,1220,865,14,83,2182,98.11151079,170,294,11,44,519,23.33633094,1197,872,14,85,2168,97.48201439,162,359,9,35,565,25.40467626,1055,796,12,75,1938,87.14028777,4299,6974,195,756,12224,475,645,4,70,1194,9.767670157,89,0,0,0,89,4.001798561
